address,name,online_order,book_table,rate,votes,phone,location,rest_type,dish_liked,cuisines,cost_for_two,reviews_list,cuisines_count,service_type,city_list,high_rated,cuisine_count,multi_cuisine
"Address_528, Bangalore",Resto_528,Yes,No,4.0,1959,080-4533501,HSR Layout,Bakery,Burgers,"Mexican, North Indian, Thai",600.0,Sample Review Text...,3,Pubs and bars,Bengaluru,1,3,3+ Cuisines
"Address_552, Bangalore",Burger King,No,No,2.2,1756,080-2929715,HSR Layout,Pub,Dosa,"Beverages, South Indian",800.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_816, Bangalore",Burger King,Yes,No,2.6,1147,080-8263690,Koramangala,Bakery,Sushi,"South Indian, North Indian, Italian",1000.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_548, Bangalore",Resto_548,No,Yes,2.0,1764,080-7890722,Marathahalli,Cafe,Pizza,Beverages,,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_343, Bangalore",Leon Grill,Yes,No,3.8,1174,080-5713926,Marathahalli,Casual Dining,Dosa,"Beverages, Chinese",1000.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_776, Bangalore",Burger King,No,Yes,4.3,1887,080-7914627,Koramangala,Bakery,Biryani,"North Indian, Italian, South Indian, Fast Food",1200.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_232, Bangalore",Nandhana Palace,Yes,No,3.9,818,080-5951637,Whitefield,Bar,Burgers,"Continental, Fast Food",600.0,Sample Review Text...,2,Buffet,Bengaluru,0,2,1-2 Cuisines
"Address_381, Bangalore",Empire Restaurant,No,No,4.5,1514,080-8475525,MG Road,Quick Service Restaurant,Pizza,Continental,1200.0,Sample Review Text...,1,Dine-out,Bengaluru,1,1,1-2 Cuisines
"Address_821, Bangalore",Leon Grill,Yes,Yes,,2808,080-9880742,HSR Layout,Cafe,Burgers,Chinese,1500.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_362, Bangalore",Pizza Hut,No,No,,965,080-4250065,HSR Layout,Casual Dining,Pizza,"Chinese, Thai, Italian, Desserts, Beverages",800.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_317, Bangalore",Resto_317,Yes,Yes,,1036,080-8981122,Koramangala,Bakery,Salad,"Desserts, Beverages, North Indian, Continental",2000.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_756, Bangalore",Nandhana Palace,No,No,2.9,782,080-7375830,HSR Layout,Casual Dining,Steak,"Thai, Desserts, Continental, Beverages, North Indian",2000.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_340, Bangalore",Onesta,No,No,3.2,30,080-7156735,Marathahalli,Bar,Biryani,"Beverages, Continental",,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_806, Bangalore",Onesta,No,No,3.1,973,080-7042065,Marathahalli,Pub,Burgers,"Thai, Desserts, Beverages",600.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_403, Bangalore",KFC,Yes,No,4.6,268,080-8087921,Whitefield,Casual Dining,Steak,"South Indian, North Indian, Thai",200.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,1,3,3+ Cuisines
"Address_554, Bangalore",Resto_554,Yes,Yes,3.1,2150,080-9554093,Whitefield,Fine Dining,Steak,"Italian, Thai",1500.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_135, Bangalore",Empire Restaurant,Yes,Yes,3.9,26,080-8650572,MG Road,Cafe,Sushi,"Chinese, South Indian",200.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_189, Bangalore",Resto_189,Yes,Yes,4.5,297,080-3642476,,Fine Dining,Steak,"Fast Food, Chinese, Thai, South Indian",1200.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_301, Bangalore",Burger King,No,No,3.0,2684,080-1752920,Koramangala,Bar,Burgers,"South Indian, Thai, Desserts",3000.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_48, Bangalore",Onesta,No,No,3.6,1862,080-1019311,Indiranagar,Quick Service Restaurant,Salad,"Thai, Chinese, Mexican",,Sample Review Text...,3,Cafes,Bengaluru,0,3,3+ Cuisines
"Address_700, Bangalore",Empire Restaurant,No,No,2.5,2403,080-2031520,JP Nagar,Pub,Pizza,Mexican,,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_652, Bangalore",KFC,No,No,4.5,1816,080-1905928,Whitefield,Quick Service Restaurant,Sushi,"Continental, Italian, Fast Food, South Indian, Thai",2500.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_688, Bangalore",Onesta,No,No,2.7,1889,080-1228581,Marathahalli,Pub,Pasta,"Chinese, Fast Food, Mexican, Thai, North Indian",1500.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_823, Bangalore",KFC,Yes,No,2.7,1616,080-5039461,Whitefield,Pub,Biryani,"Beverages, Continental, Italian, Desserts",,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_851, Bangalore",Leon Grill,No,No,3.7,1524,080-2450315,Marathahalli,Quick Service Restaurant,Dosa,"South Indian, Desserts, Mexican",,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_748, Bangalore",Nandhana Palace,No,No,4.5,2415,080-5374141,Whitefield,Pub,Dosa,"Beverages, Chinese",2000.0,Sample Review Text...,2,Pubs and bars,Bengaluru,1,2,1-2 Cuisines
"Address_957, Bangalore",KFC,Yes,Yes,3.0,1699,080-7329894,Indiranagar,Pub,Sushi,"Fast Food, Beverages",200.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_927, Bangalore",Resto_927,No,No,3.9,2712,080-3660952,HSR Layout,Bakery,Biryani,"Continental, Mexican, North Indian, South Indian",200.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_752, Bangalore",Resto_752,No,Yes,3.7,1859,080-4778731,MG Road,Casual Dining,Sushi,"Fast Food, Continental, North Indian, Beverages",1500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_92, Bangalore",Nandhana Palace,No,Yes,,2236,080-2058651,JP Nagar,Bar,Salad,"Desserts, Fast Food",,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_440, Bangalore",Leon Grill,No,Yes,3.3,2079,080-7549342,HSR Layout,Pub,Steak,"Fast Food, Desserts, South Indian",1000.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_448, Bangalore",Resto_448,No,Yes,3.3,840,080-6611860,Marathahalli,Fine Dining,Steak,"Mexican, Italian, Continental",400.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_361, Bangalore",Onesta,Yes,Yes,2.8,1844,080-9386722,MG Road,Cafe,Pizza,"Fast Food, North Indian",3000.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_379, Bangalore",Resto_379,No,No,2.8,2349,080-2960855,Jayanagar,Bar,Dosa,"Desserts, Thai, Chinese, Beverages, Italian",200.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_466, Bangalore",Pizza Hut,No,No,4.9,1399,080-1160702,HSR Layout,Bakery,Pasta,"Thai, North Indian, South Indian, Fast Food, Beverages",3000.0,Sample Review Text...,5,Cafes,Bengaluru,1,5,3+ Cuisines
"Address_647, Bangalore",Empire Restaurant,No,No,3.0,243,080-1593277,Jayanagar,Cafe,Sushi,"Thai, North Indian, Italian, Desserts, Beverages",,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_282, Bangalore",Resto_282,Yes,Yes,2.8,512,080-9280890,Marathahalli,Fine Dining,Burgers,Italian,400.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_729, Bangalore",KFC,Yes,No,4.5,717,080-1518244,Marathahalli,Fine Dining,Burgers,"Thai, South Indian",1000.0,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_888, Bangalore",Burger King,No,No,2.1,1995,080-3469105,HSR Layout,Bar,Salad,Italian,1500.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_779, Bangalore",Onesta,Yes,No,4.5,1988,080-6209788,JP Nagar,Quick Service Restaurant,Dosa,"Thai, South Indian, Beverages, Desserts",,Sample Review Text...,4,Buffet,Bengaluru,1,4,3+ Cuisines
"Address_572, Bangalore",Onesta,Yes,Yes,4.8,1140,080-8110722,Jayanagar,Casual Dining,Salad,"South Indian, Fast Food, Mexican",1200.0,Sample Review Text...,3,Pubs and bars,Bengaluru,1,3,3+ Cuisines
"Address_721, Bangalore",KFC,No,No,4.3,1133,080-7951217,Koramangala,Pub,Pasta,"South Indian, Continental, Beverages, North Indian",1500.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_664, Bangalore",Onesta,No,No,3.7,999,080-8465986,JP Nagar,Cafe,Steak,"Italian, Desserts, Thai",400.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_213, Bangalore",Onesta,Yes,Yes,3.8,1652,080-6405839,MG Road,Bakery,Burgers,"North Indian, Fast Food, Italian, Thai",,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_261, Bangalore",McDonald's,Yes,Yes,3.8,373,080-1633429,Jayanagar,Bakery,Steak,"Mexican, Chinese, Beverages, South Indian, Desserts",1200.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_86, Bangalore",Pizza Hut,No,Yes,4.7,1804,080-3321942,Marathahalli,Bar,Dosa,"Mexican, Beverages, Fast Food",600.0,Sample Review Text...,3,Delivery,Bengaluru,1,3,3+ Cuisines
"Address_583, Bangalore",Leon Grill,Yes,No,2.4,1191,080-3556871,JP Nagar,Pub,Salad,"North Indian, Mexican, Italian, Chinese",3000.0,Sample Review Text...,4,Delivery,Bengaluru,0,4,3+ Cuisines
"Address_768, Bangalore",Empire Restaurant,No,Yes,4.9,683,080-3550993,JP Nagar,Cafe,Steak,South Indian,3000.0,Sample Review Text...,1,Dine-out,Bengaluru,1,1,1-2 Cuisines
"Address_360, Bangalore",Resto_360,Yes,No,2.0,1994,080-5760225,Indiranagar,Casual Dining,Steak,South Indian,400.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_161, Bangalore",Resto_161,Yes,No,3.1,309,080-2562657,Indiranagar,Bakery,Salad,"Continental, Thai, Desserts, Italian, South Indian",3000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_193, Bangalore",Empire Restaurant,No,Yes,4.8,303,080-9098979,JP Nagar,Cafe,Biryani,"South Indian, Chinese, Beverages, Fast Food",,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_491, Bangalore",Empire Restaurant,No,Yes,2.4,39,080-7767404,Marathahalli,Bar,Dosa,"Thai, Italian, Mexican",1500.0,Sample Review Text...,3,Drinks & nightlife,Bengaluru,0,3,3+ Cuisines
"Address_853, Bangalore",Burger King,Yes,No,4.9,2228,080-3763239,Koramangala,Pub,Burgers,Fast Food,200.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_578, Bangalore",Pizza Hut,No,Yes,2.5,376,080-2295356,MG Road,Cafe,Salad,"Mexican, North Indian",800.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_75, Bangalore",Empire Restaurant,Yes,No,2.2,837,080-9344741,Whitefield,Cafe,Steak,"Continental, Fast Food",1200.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_915, Bangalore",McDonald's,Yes,No,4.3,1771,080-2122405,Indiranagar,Bar,Burgers,"Mexican, Italian, South Indian, Chinese, Continental",2000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_771, Bangalore",Pizza Hut,Yes,No,4.1,2753,080-9795303,Jayanagar,Cafe,Pizza,"South Indian, Continental, Thai, North Indian",400.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_539, Bangalore",Pizza Hut,Yes,No,3.9,2094,080-5152322,Jayanagar,Bakery,Pizza,"Thai, Mexican",1500.0,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_347, Bangalore",Resto_347,Yes,Yes,3.8,1768,080-5056679,Whitefield,Quick Service Restaurant,Burgers,"Continental, Chinese, Fast Food",3000.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_454, Bangalore",Resto_454,No,Yes,4.7,1512,080-3572022,Indiranagar,Pub,Pizza,"Chinese, Fast Food, Thai, Continental",1000.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,1,4,3+ Cuisines
"Address_822, Bangalore",Onesta,Yes,No,4.0,250,080-4176691,Marathahalli,Cafe,Pizza,"North Indian, Chinese, South Indian, Beverages, Desserts",600.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_131, Bangalore",KFC,Yes,No,3.8,161,080-1257256,Indiranagar,Cafe,Burgers,"Beverages, Italian, Desserts, Chinese, South Indian",,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_178, Bangalore",Resto_178,Yes,Yes,3.5,2870,080-7616116,JP Nagar,Bakery,Pizza,Fast Food,400.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_668, Bangalore",KFC,No,Yes,4.4,1378,080-7859779,Indiranagar,Fine Dining,Salad,Chinese,,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
"Address_504, Bangalore",McDonald's,Yes,No,2.6,2695,080-9381494,Whitefield,Fine Dining,Pizza,"Thai, North Indian, Chinese, Desserts, Italian",1000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_787, Bangalore",Resto_787,No,Yes,2.2,260,080-4008839,MG Road,Fine Dining,Pasta,"Italian, Fast Food",3000.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_818, Bangalore",Resto_818,No,No,2.4,1418,080-8547636,Whitefield,Pub,Pizza,"Desserts, Continental",1000.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_231, Bangalore",Pizza Hut,No,Yes,3.9,728,080-8004117,JP Nagar,Fine Dining,Dosa,Thai,2500.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_405, Bangalore",McDonald's,Yes,No,3.3,2035,080-4789737,Indiranagar,Bar,Pizza,"Italian, Continental, Beverages, North Indian, South Indian",3000.0,Sample Review Text...,5,Pubs and bars,Bengaluru,0,5,3+ Cuisines
"Address_604, Bangalore",Resto_604,Yes,Yes,2.3,888,080-9079485,Koramangala,Quick Service Restaurant,Burgers,"Italian, Chinese",600.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_984, Bangalore",Leon Grill,Yes,No,2.5,1611,080-3522295,JP Nagar,Casual Dining,Pizza,"Beverages, Desserts, Chinese",1000.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_25, Bangalore",Leon Grill,Yes,No,3.1,712,080-6406444,Whitefield,Bakery,Salad,"North Indian, Continental, Beverages, Chinese, Italian",3000.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_658, Bangalore",McDonald's,No,Yes,2.1,36,080-2334575,Marathahalli,Casual Dining,Dosa,"Desserts, Beverages, Italian",1500.0,Sample Review Text...,3,Buffet,Bengaluru,0,3,3+ Cuisines
"Address_970, Bangalore",Burger King,Yes,Yes,3.6,1778,080-5463386,JP Nagar,Casual Dining,Pizza,"South Indian, Mexican, Thai, Continental, Desserts",600.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_526, Bangalore",KFC,Yes,No,2.9,1557,080-7512001,Koramangala,Quick Service Restaurant,Steak,Fast Food,2500.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_558, Bangalore",Nandhana Palace,Yes,No,3.4,827,080-6827390,Jayanagar,Casual Dining,Sushi,"Italian, Mexican",2500.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_173, Bangalore",Pizza Hut,Yes,No,3.7,315,080-5280137,Marathahalli,Bakery,Pizza,"Thai, North Indian, Desserts, Mexican, Continental",600.0,Sample Review Text...,5,Buffet,Bengaluru,0,5,3+ Cuisines
"Address_587, Bangalore",Resto_587,No,Yes,4.5,2740,080-2817783,Indiranagar,Quick Service Restaurant,Steak,"Desserts, Beverages, Fast Food, North Indian",400.0,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_437, Bangalore",KFC,Yes,No,2.4,1728,080-8541631,Koramangala,Casual Dining,Burgers,"South Indian, Desserts",2000.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_331, Bangalore",Resto_331,No,No,4.4,2920,080-6207508,Indiranagar,Bar,Salad,"Fast Food, South Indian, Chinese, Mexican",2000.0,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_430, Bangalore",Pizza Hut,Yes,Yes,4.3,1270,080-8473283,Jayanagar,Quick Service Restaurant,Steak,Thai,2500.0,Sample Review Text...,1,Cafes,Bengaluru,1,1,1-2 Cuisines
"Address_342, Bangalore",Empire Restaurant,No,No,3.4,1357,080-5369510,MG Road,Quick Service Restaurant,Biryani,"Continental, South Indian, North Indian",3000.0,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_300, Bangalore",Resto_300,No,Yes,3.4,811,080-6425946,Marathahalli,Bakery,Pizza,"Italian, Beverages, Fast Food, Chinese, North Indian",1000.0,Sample Review Text...,5,Delivery,Bengaluru,0,5,3+ Cuisines
"Address_7, Bangalore",Onesta,Yes,No,4.2,2079,080-9897858,Indiranagar,Bar,Biryani,"Beverages, Italian, South Indian",1200.0,Sample Review Text...,3,Buffet,Bengaluru,1,3,3+ Cuisines
"Address_64, Bangalore",Pizza Hut,Yes,No,3.3,967,080-3049499,JP Nagar,Casual Dining,Salad,"Beverages, Thai, North Indian",1500.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_479, Bangalore",McDonald's,No,No,2.3,172,080-4575870,Marathahalli,Cafe,Burgers,Italian,800.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_727, Bangalore",Leon Grill,No,No,,1368,080-8017399,Marathahalli,Fine Dining,Steak,"Chinese, Mexican",3000.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_481, Bangalore",Resto_481,No,Yes,2.6,1163,080-3954088,Jayanagar,Cafe,Dosa,"South Indian, Thai, Italian",600.0,Sample Review Text...,3,Delivery,Bengaluru,0,3,3+ Cuisines
"Address_323, Bangalore",Resto_323,No,No,2.9,2075,080-1488508,JP Nagar,Bar,Pasta,Chinese,1200.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_904, Bangalore",Resto_904,No,Yes,2.2,1362,080-6075879,JP Nagar,Pub,Burgers,"Desserts, Mexican",1500.0,Sample Review Text...,2,Cafes,Bengaluru,0,2,1-2 Cuisines
"Address_444, Bangalore",Nandhana Palace,Yes,Yes,2.3,841,080-7102492,JP Nagar,Cafe,Sushi,"Desserts, Beverages, Fast Food",400.0,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_200, Bangalore",Empire Restaurant,No,Yes,2.4,2408,080-8936405,Indiranagar,Casual Dining,Biryani,"Chinese, Continental, Thai, Italian, South Indian",1500.0,Sample Review Text...,5,Dine-out,Bengaluru,0,5,3+ Cuisines
"Address_868, Bangalore",Burger King,Yes,Yes,2.8,307,080-3442155,MG Road,Pub,Biryani,Mexican,400.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,0,1,1-2 Cuisines
"Address_275, Bangalore",Resto_275,Yes,No,2.8,1095,080-1387572,MG Road,Quick Service Restaurant,Pasta,"Thai, Beverages, Desserts, Italian",600.0,Sample Review Text...,4,Pubs and bars,Bengaluru,0,4,3+ Cuisines
"Address_303, Bangalore",KFC,Yes,No,3.8,578,080-5551347,Koramangala,Bakery,Biryani,"Beverages, North Indian, Continental, Chinese, Fast Food",1000.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_324, Bangalore",Resto_324,No,No,4.3,2644,080-7944979,Jayanagar,Bakery,Biryani,"Desserts, Beverages",,Sample Review Text...,2,Buffet,Bengaluru,1,2,1-2 Cuisines
"Address_468, Bangalore",KFC,No,Yes,2.1,1151,080-4710242,JP Nagar,Cafe,Burgers,Fast Food,,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_561, Bangalore",Pizza Hut,No,Yes,2.8,487,080-3485367,Jayanagar,Cafe,Dosa,Beverages,800.0,Sample Review Text...,1,Dine-out,Bengaluru,0,1,1-2 Cuisines
"Address_493, Bangalore",Onesta,No,Yes,4.0,727,080-4909752,Koramangala,Bar,Dosa,"Desserts, North Indian, South Indian, Chinese, Beverages",1500.0,Sample Review Text...,5,Pubs and bars,Bengaluru,1,5,3+ Cuisines
"Address_575, Bangalore",Empire Restaurant,Yes,Yes,4.0,1546,080-3653705,Koramangala,Fine Dining,Biryani,"Thai, North Indian, Chinese, Fast Food",3000.0,Sample Review Text...,4,Dine-out,Bengaluru,1,4,3+ Cuisines
"Address_778, Bangalore",McDonald's,No,No,2.5,2047,080-2699501,Indiranagar,Quick Service Restaurant,Pizza,"Fast Food, Beverages, Italian",,Sample Review Text...,3,Pubs and bars,Bengaluru,0,3,3+ Cuisines
"Address_34, Bangalore",Resto_34,Yes,Yes,2.6,83,080-8801975,Jayanagar,Cafe,Dosa,"Desserts, Chinese",,Sample Review Text...,2,Drinks & nightlife,Bengaluru,0,2,1-2 Cuisines
"Address_267, Bangalore",Resto_267,Yes,No,2.6,1022,080-9265544,JP Nagar,Cafe,Biryani,Chinese,400.0,Sample Review Text...,1,Buffet,Bengaluru,0,1,1-2 Cuisines
"Address_669, Bangalore",Pizza Hut,No,Yes,4.1,2414,080-8608923,Indiranagar,Cafe,Steak,Fast Food,3000.0,Sample Review Text...,1,Drinks & nightlife,Bengaluru,1,1,1-2 Cuisines
"Address_431, Bangalore",Resto_431,No,Yes,4.4,2514,080-3601637,Jayanagar,Bakery,Salad,"Chinese, North Indian, Thai, Italian",800.0,Sample Review Text...,4,Buffet,Bengaluru,1,4,3+ Cuisines
"Address_880, Bangalore",Resto_880,No,Yes,4.6,1554,080-7031754,Marathahalli,Casual Dining,Steak,"Italian, Chinese, Desserts, Thai, North Indian",1500.0,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_61, Bangalore",Leon Grill,Yes,No,4.3,1498,080-5398338,Indiranagar,Bar,Steak,"North Indian, Continental, Chinese, Italian",1200.0,Sample Review Text...,4,Pubs and bars,Bengaluru,1,4,3+ Cuisines
"Address_476, Bangalore",Empire Restaurant,No,No,2.3,50,080-8063325,Indiranagar,Pub,Salad,"Fast Food, South Indian",2500.0,Sample Review Text...,2,Pubs and bars,Bengaluru,0,2,1-2 Cuisines
"Address_15, Bangalore",Nandhana Palace,Yes,Yes,4.0,963,080-6307805,MG Road,Casual Dining,Dosa,"Italian, North Indian, Chinese, Fast Food, Thai",3000.0,Sample Review Text...,5,Dine-out,Bengaluru,1,5,3+ Cuisines
"Address_694, Bangalore",Resto_694,Yes,No,2.9,213,080-5039498,Jayanagar,Pub,Steak,"Mexican, Desserts, Thai, South Indian",2500.0,Sample Review Text...,4,Cafes,Bengaluru,0,4,3+ Cuisines
"Address_254, Bangalore",Resto_254,Yes,No,3.5,1660,080-9081054,Koramangala,Fine Dining,Pasta,"Chinese, Italian, Desserts",,Sample Review Text...,3,Dine-out,Bengaluru,0,3,3+ Cuisines
"Address_126, Bangalore",Leon Grill,No,Yes,3.6,2166,080-8115687,Jayanagar,Fine Dining,Steak,"North Indian, Fast Food",1000.0,Sample Review Text...,2,Dine-out,Bengaluru,0,2,1-2 Cuisines
"Address_631, Bangalore",Onesta,Yes,No,4.4,393,080-8054914,Jayanagar,Pub,Steak,"Thai, Beverages, Fast Food, Italian",1200.0,Sample Review Text...,4,Cafes,Bengaluru,1,4,3+ Cuisines
"Address_936, Bangalore",Nandhana Palace,Yes,Yes,2.8,1749,080-1358384,,Quick Service Restaurant,Dosa,"Beverages, South Indian, North Indian, Thai",400.0,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_597, Bangalore",Burger King,Yes,No,3.5,1096,080-7281485,Whitefield,Quick Service Restaurant,Sushi,"Italian, North Indian, Mexican, Beverages",200.0,Sample Review Text...,4,Drinks & nightlife,Bengaluru,0,4,3+ Cuisines
"Address_872, Bangalore",Leon Grill,Yes,No,2.6,2594,080-8702071,JP Nagar,Cafe,Sushi,"Thai, Italian, Mexican, Beverages",,Sample Review Text...,4,Dine-out,Bengaluru,0,4,3+ Cuisines
"Address_775, Bangalore",Burger King,No,Yes,4.4,1998,080-2970875,MG Road,Pub,Burgers,"Mexican, North Indian, Chinese, Continental, Thai",400.0,Sample Review Text...,5,Drinks & nightlife,Bengaluru,1,5,3+ Cuisines
"Address_67, Bangalore",Nandhana Palace,Yes,No,3.0,2431,080-9035982,Indiranagar,Bakery,Steak,"Italian, North Indian, Continental, Fast Food, Thai",200.0,Sample Review Text...,5,Cafes,Bengaluru,0,5,3+ Cuisines
"Address_707, Bangalore",McDonald's,Yes,Yes,2.9,1912,080-8297560,Jayanagar,Bar,Steak,Desserts,3000.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_40, Bangalore",McDonald's,No,No,2.7,2954,080-9123504,HSR Layout,Quick Service Restaurant,Dosa,Beverages,600.0,Sample Review Text...,1,Pubs and bars,Bengaluru,0,1,1-2 Cuisines
"Address_221, Bangalore",Leon Grill,No,No,4.8,1098,080-5560602,Indiranagar,Quick Service Restaurant,Steak,"South Indian, Chinese, Mexican",,Sample Review Text...,3,Pubs and bars,Bengaluru,1,3,3+ Cuisines
"Address_333, Bangalore",Leon Grill,No,No,2.4,421,080-6068701,MG Road,Bar,Salad,Thai,2500.0,Sample Review Text...,1,Cafes,Bengaluru,0,1,1-2 Cuisines
"Address_954, Bangalore",Resto_954,Yes,No,4.7,855,080-2714223,JP Nagar,Cafe,Pizza,"Continental, Thai, Chinese, Italian, Beverages",800.0,Sample Review Text...,5,Delivery,Bengaluru,1,5,3+ Cuisines
"Address_738, Bangalore",Nandhana Palace,Yes,No,2.7,1048,080-5458768,Jayanagar,Fine Dining,Dosa,"Italian, Desserts",600.0,Sample Review Text...,2,Delivery,Bengaluru,0,2,1-2 Cuisines
"Address_820, Bangalore",McDonald's,Yes,Yes,4.8,1887,080-3327250,JP Nagar,Bar,Burgers,Fast Food,400.0,Sample Review Text...,1,Pubs and bars,Bengaluru,1,1,1-2 Cuisines
